month,exercise_name,total_sets,total_volume_kg,avg_weight_kg,best_1rm_kg
2021-08-01,Lateral Raise (Machine),6,2435.0,31.3,48.8
2021-08-01,Leg Extension (Machine),19,26368.0,91.2,155.2
2021-08-01,Leg Press,14,35350.0,177.1,368.0
2021-08-01,Pullover (Machine),15,6843.0,28.7,47.0
2021-08-01,Reverse Fly (Machine),24,19490.0,48.8,83.3
2021-08-01,Romanian Deadlift (Barbell),12,11180.0,65.8,107.3
2021-08-01,Seated Leg Curl (Machine),27,28808.0,68.3,120.0
2021-08-01,Seated Overhead Press (Dumbbell),3,932.0,22.7,33.6
2021-08-01,Seated Row (Cable),6,5160.0,73.3,109.3
2021-08-01,Seated Row (Machine),13,10043.0,71.3,101.5
2021-08-01,Shoulder Press (Machine),9,4340.0,42.8,66.0
2021-08-01,Shrug (Dumbbell),6,2106.0,25.0,42.9
2021-08-01,Skullcrusher (Barbell),3,1245.0,26.7,40.8
2021-08-01,Squat (Barbell),25,17100.0,55.8,101.3
2021-08-01,Strict Military Press (Barbell),11,3365.0,40.0,60.0
2021-08-01,Triceps Extension (Cable),12,4740.0,25.3,41.1
2021-08-01,Triceps Extension (Machine),12,15463.0,91.9,145.7
2021-08-01,Upright Row (Barbell),4,1303.0,27.5,43.3
2021-09-01,Bench Press (Barbell),23,14300.0,63.7,109.3
2021-09-01,Bent Over Row (Barbell),19,13235.0,59.2,93.3
2021-09-01,Bicep Curl (Barbell),6,2338.0,27.5,42.2
2021-09-01,Bicep Curl (Cable),4,1300.0,25.0,35.8
2021-09-01,Bicep Curl (Machine),9,5563.0,59.2,88.0
2021-09-01,Cable Crossover,28,4371.0,10.6,21.1
2021-09-01,Chest Dip,7,1455.0,12.9,24.5
2021-09-01,Chest Fly,6,5718.0,61.7,100.0
2021-09-01,Hip Abductor (Machine),6,8080.0,80.0,130.7
2021-09-01,Hip Adductor (Machine),6,11685.0,102.5,175.0
2021-09-01,Incline Bench Press (Dumbbell),25,7635.0,28.9,47.6
2021-09-01,Incline Chest Press (Machine),3,980.0,35.0,46.7
2021-09-01,Incline Curl (Dumbbell),12,1552.0,11.1,17.5
2021-09-01,Iso-Lateral Row (Machine),3,1270.0,36.7,52.0
2021-09-01,Lat Pulldown (Cable),7,5940.0,80.0,120.0
2021-09-01,Lat Pulldown - Underhand (Band),3,1600.0,45.0,66.7
2021-09-01,Lateral Raise (Cable),6,586.0,8.5,12.5
2021-09-01,Lateral Raise (Dumbbell),15,1894.0,10.1,15.0
2021-09-01,Leg Extension (Machine),13,17605.0,92.3,158.3
2021-09-01,Leg Press,20,48910.0,179.0,315.3
2021-09-01,Overhead Press (Dumbbell),7,1502.0,24.9,34.7
2021-09-01,Pull Up,6,870.0,15.0,21.0
2021-09-01,Pullover (Machine),10,4064.0,29.1,47.9
2021-09-01,Reverse Fly (Machine),18,16005.0,50.8,89.3
2021-09-01,Romanian Deadlift (Barbell),3,2810.0,66.7,107.3
2021-09-01,Seated Leg Curl (Machine),16,14563.0,69.8,112.0
2021-09-01,Seated Overhead Press (Dumbbell),8,1956.0,23.0,33.8
2021-09-01,Seated Row (Machine),6,5603.0,73.8,107.5
2021-09-01,Shoulder Press (Machine),11,4208.0,42.5,63.0
2021-09-01,Shrug (Dumbbell),3,1204.0,28.0,42.9
2021-09-01,Squat (Barbell),19,11820.0,56.8,104.0
2021-09-01,Triceps Extension (Cable),10,3860.0,26.5,43.8
2021-09-01,Triceps Pushdown (Cable - Straight Bar),9,4133.0,30.1,47.9
2021-10-01,Bench Press (Barbell),21,12743.0,62.4,110.0
2021-10-01,Bent Over Row (Barbell),4,3200.0,60.0,93.2
2021-10-01,Bicep Curl (Barbell),6,2055.0,25.0,41.3
2021-10-01,Bicep Curl (Cable),3,926.0,23.8,34.0
2021-10-01,Bicep Curl (Machine),6,4200.0,60.0,90.0
2021-10-01,Cable Crossover,14,2231.0,10.0,21.1
2021-10-01,Chest Fly,3,2760.0,60.0,100.0
2021-10-01,Deadlift (Barbell),5,4420.0,78.0,123.0
2021-10-01,Incline Bench Press (Dumbbell),15,5094.0,29.7,49.9
2021-10-01,Lat Pulldown (Cable),3,2280.0,76.7,106.7
2021-10-01,Lateral Raise (Cable),9,1078.0,7.6,13.4
2021-10-01,Lateral Raise (Dumbbell),3,420.0,10.0,15.0
2021-10-01,Lateral Raise (Machine),3,985.0,26.7,39.4
2021-10-01,Leg Extension (Machine),12,18638.0,96.7,161.5
2021-10-01,Leg Press,4,9300.0,150.0,273.3
2021-10-01,Overhead Press (Dumbbell),15,3580.0,23.1,33.6
2021-10-01,Pull Up,3,465.0,15.0,20.5
2021-10-01,Pullover (Machine),9,3974.0,29.5,46.0
2021-10-01,Reverse Fly (Machine),9,6205.0,42.5,68.0
2021-10-01,Seated Leg Curl (Machine),12,12398.0,72.5,120.8
2021-10-01,Seated Leg Press (Machine),13,19093.0,103.1,168.4
2021-10-01,Seated Row (Cable),8,7040.0,70.0,112.0
2021-10-01,Seated Row (Machine),3,2848.0,75.0,108.5
2021-10-01,Shoulder Press (Machine),9,4370.0,41.1,68.3
2021-10-01,Shrug (Dumbbell),3,1344.0,28.0,45.7
2021-10-01,Shrug (Machine),9,3672.0,28.9,45.6
2021-10-01,Skullcrusher (Barbell),6,2153.0,25.0,42.2
2021-10-01,Strict Military Press (Barbell),4,1315.0,40.0,60.2
2021-10-01,Triceps Extension (Cable),3,1294.0,28.8,43.1
2021-10-01,Triceps Pushdown (Cable - Straight Bar),9,3835.0,28.2,46.0
2021-11-01,Bench Press (Barbell),12,7375.0,58.8,104.0
2021-11-01,Bent Over One Arm Row (Dumbbell),3,924.0,22.0,32.3
2021-11-01,Bent Over Row (Barbell),14,11400.0,57.9,94.0
2021-11-01,Bicep Curl (Barbell),4,1333.0,26.3,39.4
2021-11-01,Bicep Curl (Machine),12,6540.0,56.5,84.0
2021-11-01,Cable Crossover,8,1136.0,9.7,18.0
2021-11-01,Chest Dip,9,1270.0,10.6,27.3
2021-11-01,Chest Fly,3,2235.0,55.0,84.0
2021-11-01,Deadlift (Barbell),3,2440.0,63.3,98.0
2021-11-01,Goblet Squat (Kettlebell),3,1364.0,22.0,38.1
2021-11-01,Hip Abductor (Machine),3,3785.0,71.7,120.0
2021-11-01,Incline Bench Press (Dumbbell),9,2756.0,28.0,44.8
2021-11-01,Kettlebell Swing,3,960.0,16.0,26.7
2021-11-01,Lat Pulldown (Cable),12,8640.0,64.2,100.3
2021-11-01,Lateral Raise (Cable),9,1005.0,7.5,11.5
2021-11-01,Leg Extension (Machine),12,15910.0,97.7,153.3
2021-11-01,Overhead Press (Dumbbell),9,2042.0,24.2,33.6
2021-11-01,Pull Up,3,330.0,15.7,20.3
2021-11-01,Pullover (Machine),9,3885.0,28.8,47.7
2021-11-01,Reverse Fly (Machine),6,4548.0,42.5,70.8
2021-11-01,Seated Leg Curl (Machine),14,12828.0,66.1,108.8
2021-11-01,Seated Overhead Press (Dumbbell),3,682.0,22.0,30.1
2021-11-01,Shoulder Press (Machine),3,1725.0,43.3,64.5
2021-11-01,Squat (Barbell),7,4040.0,57.1,93.3
2021-11-01,Triceps Extension (Cable),6,2245.0,27.5,41.2
2021-11-01,Triceps Pushdown (Cable - Straight Bar),6,2423.0,26.5,43.1
2021-11-01,Upright Row (Cable),5,1704.0,22.8,36.4
2021-12-01,Bent Over One Arm Row (Dumbbell),3,946.0,22.0,33.0
2021-12-01,Chest Dip,3,0.0,0.0,0.0
2021-12-01,Goblet Squat (Kettlebell),3,1320.0,22.0,36.7
2021-12-01,Kettlebell Swing,3,1184.0,16.0,32.0
2021-12-01,Pull Up,3,346.0,15.7,20.8
2021-12-01,Seated Overhead Press (Dumbbell),3,726.0,22.0,30.1
2022-01-01,Bench Press (Barbell),11,5895.0,56.8,93.3
2022-01-01,Bent Over Row (Barbell),7,4215.0,53.6,82.0
2022-01-01,Bicep Curl (Barbell),6,1584.0,22.0,31.5
2022-01-01,Bicep Curl (Machine),7,3273.0,47.0,70.7
2022-01-01,Cable Crossover,11,1324.0,9.8,16.5
2022-01-01,Chest Dip,3,0.0,0.0,0.0
2022-01-01,Deadlift (Barbell),5,3020.0,72.0,98.7
2022-01-01,Face Pull (Cable),6,841.0,10.2,16.9
2022-01-01,Goblet Squat (Kettlebell),3,1210.0,22.0,36.7
2022-01-01,Hammer Curl (Dumbbell),3,464.0,11.3,17.6
2022-01-01,Incline Bench Press (Dumbbell),9,2242.0,26.0,41.0
2022-01-01,Lat Pulldown - Underhand (Cable),3,2180.0,66.7,93.3
2022-01-01,Lateral Raise (Cable),6,525.0,7.5,11.5
2022-01-01,Lateral Raise (Dumbbell),3,296.0,8.0,11.5
2022-01-01,Leg Extension (Machine),6,6080.0,77.9,121.8
2022-01-01,Leg Press,15,28310.0,147.3,243.7
2022-01-01,Overhead Press (Dumbbell),2,520.0,19.0,30.8
2022-01-01,Pull Up,3,0.0,0.0,0.0
2022-01-01,Pullover (Machine),6,2236.0,26.3,43.1
2022-01-01,Reverse Fly (Machine),3,1998.0,41.7,65.2
2022-01-01,Romanian Deadlift (Barbell),3,2340.0,60.0,88.0
2022-01-01,Seated Calf Raise (Plate Loaded),6,3320.0,34.2,62.7
2022-01-01,Seated Leg Curl (Machine),3,2175.0,55.0,84.0
2022-01-01,Seated Overhead Press (Dumbbell),8,1708.0,21.8,32.8
2022-01-01,Seated Row (Cable),8,5880.0,68.8,104.0
2022-01-01,Shoulder Press (Machine),3,1140.0,38.3,53.3
2022-01-01,Shrug (Dumbbell),9,3084.0,22.7,38.4
2022-01-01,Skullcrusher (Barbell),3,968.0,22.5,34.5
2022-01-01,Squat (Barbell),4,1860.0,47.5,78.0
2022-01-01,Strict Military Press (Barbell),4,1325.0,33.8,56.0
2022-01-01,Sumo Deadlift (Barbell),4,2990.0,80.0,117.0
2022-01-01,Triceps Extension,3,0.0,0.0,0.0
2022-01-01,Triceps Extension (Cable),6,1910.0,24.0,36.4
2022-01-01,Triceps Pushdown (Cable - Straight Bar),3,1110.0,27.9,40.3
2022-02-01,Bench Press (Barbell),19,10485.0,60.8,101.3
2022-02-01,Bent Over Row (Barbell),20,15765.0,60.6,97.5
2022-02-01,Bicep Curl (Barbell),10,3493.0,26.3,41.3
2022-02-01,Bicep Curl (Machine),12,6055.0,54.2,86.0
2022-02-01,Cable Crossover,20,2597.0,10.1,18.3
2022-02-01,Chest Dip,4,495.0,11.3,21.0
2022-02-01,Face Pull (Cable),18,3913.0,14.4,25.7
2022-02-01,Hammer Curl (Dumbbell),3,232.0,8.0,11.7
2022-02-01,Incline Bench Press (Dumbbell),15,4494.0,28.1,46.5
2022-02-01,Lat Pulldown - Underhand (Cable),10,8470.0,79.0,114.7
2022-02-01,Lateral Raise (Dumbbell),18,2078.0,8.9,15.0
2022-02-01,Leg Extension (Machine),9,11780.0,93.9,145.7
2022-02-01,Leg Press,18,38595.0,174.2,287.0
2022-02-01,Pullover (Machine),10,4885.0,31.4,50.9
2022-02-01,Romanian Deadlift (Barbell),9,7730.0,72.2,105.0
2022-02-01,Seated Calf Raise (Plate Loaded),33,19220.0,34.7,62.7
2022-02-01,Seated Leg Curl (Machine),6,5658.0,64.6,101.8
2022-02-01,Seated Overhead Press (Dumbbell),10,2662.0,25.2,36.4
2022-02-01,Seated Row (Cable),3,2360.0,76.7,106.7
2022-02-01,Shoulder Press (Machine),4,1910.0,45.0,63.0
2022-02-01,Shrug (Dumbbell),18,7980.0,26.3,46.7
2022-02-01,Skullcrusher (Barbell),6,2000.0,25.0,39.2
2022-02-01,Squat (Barbell),23,13620.0,58.5,102.0
2022-02-01,Strict Military Press (Barbell),8,2590.0,37.8,57.0
2022-02-01,Sumo Deadlift (Barbell),4,2440.0,85.0,116.7
2022-02-01,Triceps Extension (Cable),3,1188.0,27.5,43.1
2022-02-01,Triceps Pushdown (Cable - Straight Bar),9,4029.0,30.4,47.9
2022-03-01,Back Extension,3,280.0,6.7,15.0
2022-03-01,Bench Press (Barbell),12,6745.0,64.2,102.0
2022-03-01,Bent Over Row (Barbell),4,3310.0,56.3,95.3
2022-03-01,Bicep Curl (Barbell),8,2845.0,29.7,44.0
2022-03-01,Bicep Curl (Machine),19,10698.0,55.2,86.0
2022-03-01,Bulgarian Split Squat,3,512.0,16.0,21.9
2022-03-01,Cable Crossover,32,4604.0,10.8,20.2
2022-03-01,Face Pull (Cable),18,4403.0,15.8,26.8
2022-03-01,Hip Adductor (Machine),3,4620.0,97.5,153.8
2022-03-01,Incline Bench Press (Dumbbell),25,8066.0,29.0,48.7
2022-03-01,Lat Pulldown - Underhand (Cable),15,11790.0,80.7,126.0
2022-03-01,Lateral Raise (Cable),6,656.0,8.1,12.5
2022-03-01,Lateral Raise (Dumbbell),15,1908.0,9.2,15.7
2022-03-01,Leg Extension (Machine),7,10558.0,97.1,158.3
2022-03-01,Leg Press,24,47350.0,166.7,286.7
2022-03-01,Lying Leg Curl (Machine),24,16740.0,52.4,84.3
2022-03-01,Pull Up,4,300.0,8.8,19.0
2022-03-01,Pullover (Machine),15,7301.0,32.1,53.1
2022-03-01,Romanian Deadlift (Barbell),3,2470.0,66.7,100.3
2022-03-01,Seated Calf Raise (Plate Loaded),15,8760.0,34.0,62.7
2022-03-01,Seated Leg Curl (Machine),3,2525.0,68.3,100.3
2022-03-01,Seated Overhead Press (Dumbbell),7,1720.0,24.9,36.4
2022-03-01,Seated Row (Machine),10,8723.0,71.3,107.5
2022-03-01,Shoulder Press (Machine),13,6440.0,43.1,66.0
2022-03-01,Shrug (Dumbbell),15,6128.0,27.6,49.0
2022-03-01,Squat (Barbell),6,4340.0,60.0,106.7
2022-03-01,Squat (Smith Machine),14,6590.0,45.0,76.0
2022-03-01,Strict Military Press (Barbell),4,1380.0,37.5,60.0
2022-03-01,Triceps Extension (Cable),6,2444.0,28.8,43.1
2022-03-01,Triceps Pushdown (Cable - Straight Bar),15,6799.0,31.3,50.0
2022-04-01,Bench Press (Barbell),6,3365.0,64.2,101.3
2022-04-01,Bent Over Row (Barbell),8,6190.0,57.5,88.0
2022-04-01,Bicep Curl (Barbell),10,3533.0,30.9,45.9
2022-04-01,Bicep Curl (Cable),3,1086.0,23.8,37.5
2022-04-01,Bicep Curl (Machine),6,3569.0,58.1,86.0
2022-04-01,Bulgarian Split Squat,3,392.0,14.0,18.7
2022-04-01,Cable Crossover,12,1906.0,11.5,21.5
2022-04-01,Chest Dip,4,585.0,13.8,26.7
2022-04-01,Chest Fly,7,4598.0,63.9,92.3
2022-04-01,Face Pull (Cable),15,4293.0,18.0,29.2
2022-04-01,Hammer Curl (Dumbbell),6,636.0,12.0,16.0
2022-04-01,Hip Adductor (Machine),3,4595.0,100.0,157.2
2022-04-01,Incline Bench Press (Dumbbell),20,6320.0,29.7,49.9
2022-04-01,Incline Chest Press (Machine),5,2065.0,38.0,58.5
2022-04-01,Incline Curl (Dumbbell),4,628.0,11.5,17.6
2022-04-01,Lat Pulldown (Single Arm),3,940.0,36.7,48.0
2022-04-01,Lateral Raise (Dumbbell),15,2154.0,10.8,17.2
2022-04-01,Lateral Raise (Machine),4,1650.0,33.8,51.3
2022-04-01,Leg Extension (Machine),10,15015.0,90.5,164.7
2022-04-01,Leg Press,13,26100.0,165.4,280.0
2022-04-01,Lying Leg Curl (Machine),23,16913.0,56.2,88.2
2022-04-01,Overhead Press (Dumbbell),6,1672.0,22.0,32.3
2022-04-01,Pull Up,4,270.0,7.5,14.0
2022-04-01,Pullover (Machine),16,8231.0,32.3,54.2
2022-04-01,Reverse Fly (Machine),3,2013.0,57.5,84.3
2022-04-01,Seated Leg Curl (Machine),7,6868.0,61.8,103.9
2022-04-01,Seated Leg Press (Machine),9,13350.0,99.2,161.3
2022-04-01,Seated Row (Machine),6,5760.0,70.0,112.5
2022-04-01,Shoulder Press (Machine),12,6545.0,41.3,66.7
2022-04-01,Skullcrusher (Barbell),6,2277.0,25.7,39.2
2022-04-01,Squat (Smith Machine),5,2420.0,56.0,82.0
2022-04-01,T Bar Row,14,5495.0,35.4,61.5
2022-04-01,Triceps Extension (Cable),9,4069.0,30.0,47.9
2022-04-01,Triceps Pushdown (Cable - Straight Bar),3,1429.0,32.1,49.5
2022-04-01,Upright Row (Barbell),3,1274.0,30.3,49.1
2022-04-01,Upright Row (Cable),3,994.0,23.8,36.7
2022-05-01,Back Extension,9,1520.0,10.0,16.7
2022-05-01,Bench Press (Barbell),23,13245.0,62.5,102.0
2022-05-01,Bench Press - Close Grip (Barbell),4,2680.0,55.0,84.0
2022-05-01,Bicep Curl (Barbell),15,5122.0,26.5,44.3
2022-05-01,Bicep Curl (Cable),3,1025.0,25.0,36.7
2022-05-01,Bicep Curl (Machine),3,1893.0,55.3,86.0
2022-05-01,Bulgarian Split Squat,6,998.0,13.7,20.5
2022-05-01,Cable Crossover,26,4214.0,11.9,23.0
2022-05-01,Chest Dip,8,1475.0,13.8,35.8
2022-05-01,Crunch (Machine),16,8320.0,31.9,68.0
2022-05-01,Face Pull (Cable),6,1730.0,16.8,27.6
2022-05-01,Hammer Curl (Dumbbell),21,2822.0,12.8,21.9
2022-05-01,Hip Abductor (Machine),6,7220.0,66.3,116.0
2022-05-01,Hip Adductor (Machine),6,10808.0,97.5,164.7
2022-05-01,Incline Bench Press (Dumbbell),15,4620.0,30.5,49.2
2022-05-01,Incline Chest Press (Machine),3,950.0,41.7,54.0
2022-05-01,Incline Curl (Dumbbell),3,340.0,10.7,16.0
2022-05-01,Lat Pulldown (Cable),21,17450.0,77.6,117.3
2022-05-01,Lat Pulldown (Single Arm),3,1295.0,35.0,50.2
2022-05-01,Lateral Raise (Cable),12,1019.0,7.8,12.8
2022-05-01,Lateral Raise (Dumbbell),12,1896.0,12.0,18.4
2022-05-01,Leg Extension (Machine),15,21058.0,94.8,153.3
2022-05-01,Lying Leg Curl (Machine),18,13600.0,53.1,86.2
2022-05-01,Overhead Press (Dumbbell),4,1018.0,23.5,33.8
2022-05-01,Pull Up,4,250.0,7.5,13.0
2022-05-01,Pullover (Machine),19,8630.0,28.2,50.0
2022-05-01,Reverse Fly (Machine),18,15015.0,53.1,90.1
2022-05-01,Romanian Deadlift (Barbell),8,6740.0,70.0,112.0
2022-05-01,Seated Leg Curl (Machine),13,11275.0,56.9,95.3
2022-05-01,Seated Leg Press (Machine),38,47205.0,98.0,164.5
2022-05-01,Seated Row (Cable),3,2270.0,76.7,104.0
2022-05-01,Seated Row (Machine),3,2015.0,65.0,91.0
2022-05-01,Shoulder Press (Machine),18,9700.0,46.4,69.0
2022-05-01,Shrug (Dumbbell),6,2080.0,20.0,34.0
2022-05-01,Skullcrusher (Barbell),9,3490.0,28.1,45.9
2022-05-01,Standing Calf Raise (Machine),6,7410.0,65.0,108.3
2022-05-01,T Bar Row,30,14313.0,37.3,66.0
2022-05-01,Triceps Extension,3,390.0,9.2,14.7
2022-05-01,Triceps Extension (Cable),10,3185.0,22.1,37.5
2022-05-01,Triceps Pushdown (Cable - Straight Bar),6,2784.0,30.8,47.0
2022-05-01,Upright Row (Cable),3,1000.0,25.0,37.5
2022-06-01,Bench Press (Barbell),16,8935.0,61.9,106.7
2022-06-01,Bench Press - Close Grip (Barbell),8,5250.0,56.3,95.7
2022-06-01,Bicep Curl (Barbell),15,3671.0,20.1,42.7
2022-06-01,Bulgarian Split Squat,3,560.0,14.0,20.5
2022-06-01,Cable Crossover,9,1766.0,15.1,24.4
2022-06-01,Chest Dip,12,2090.0,13.8,33.3
2022-06-01,Chest Press (Machine),6,2858.0,46.3,74.8
2022-06-01,Crunch (Machine),15,12495.0,48.0,85.0
2022-06-01,Face Pull (Cable),6,1886.0,17.7,30.3
2022-06-01,Glute Kickback (Machine),3,1860.0,51.7,77.0
2022-06-01,Hammer Curl (Dumbbell),14,2080.0,14.4,21.9
2022-06-01,Incline Bench Press (Dumbbell),5,1520.0,30.8,50.4
2022-06-01,Incline Chest Press (Machine),3,990.0,38.3,52.0
2022-06-01,Incline Curl (Dumbbell),6,770.0,10.0,14.7
2022-06-01,Lat Pulldown (Cable),16,12890.0,67.5,104.0
2022-06-01,Lateral Raise (Cable),13,1091.0,7.6,11.4
2022-06-01,Lateral Raise (Dumbbell),6,912.0,12.0,17.6
2022-06-01,Leg Extension (Machine),13,17918.0,92.7,157.2
2022-06-01,Leg Press,3,6050.0,150.0,260.0
2022-06-01,Lying Leg Curl (Machine),10,7120.0,53.0,84.3
2022-06-01,Overhead Press (Dumbbell),10,2324.0,24.2,35.5
2022-06-01,Pull Up,12,845.0,9.2,18.5
2022-06-01,Pullover (Machine),13,5123.0,27.7,49.8
2022-06-01,Reverse Fly (Machine),13,10690.0,49.6,86.2
2022-06-01,Romanian Deadlift (Barbell),12,9840.0,68.3,109.3
2022-06-01,Seated Leg Curl (Machine),6,4445.0,51.7,84.3
2022-06-01,Seated Leg Press (Machine),23,23958.0,101.8,168.0
2022-06-01,Seated Row (Cable),3,2460.0,73.3,106.7
2022-06-01,Seated Row (Machine),16,13090.0,73.9,118.3
2022-06-01,Shoulder Press (Machine),12,5780.0,48.3,67.5
2022-06-01,Shrug (Dumbbell),21,9624.0,22.9,42.4
2022-06-01,Skullcrusher (Barbell),7,2484.0,27.0,41.4
2022-06-01,Standing Calf Raise (Machine),15,21165.0,72.0,135.3
2022-06-01,T Bar Row,9,4185.0,40.0,64.5
2022-06-01,Triceps Extension,9,1128.0,9.7,15.3
2022-06-01,Triceps Extension (Cable),6,2073.0,20.8,34.7
2022-06-01,Triceps Pushdown (Cable - Straight Bar),6,2655.0,29.6,46.0
2022-07-01,Bench Press (Barbell),27,15540.0,63.3,110.5
2022-07-01,Bent Over Row (Barbell),16,14030.0,65.0,107.3
2022-07-01,Bicep Curl (Barbell),3,1053.0,27.0,40.5
2022-07-01,Bicep Curl (Machine),7,4077.0,54.4,83.3
2022-07-01,Cable Crossover,24,4305.0,12.2,23.3
2022-07-01,Chest Dip,8,1380.0,13.1,29.3
2022-07-01,Crunch (Machine),3,2865.0,53.3,86.2
2022-07-01,Face Pull (Cable),9,3028.0,17.9,31.2
2022-07-01,Hammer Curl (Dumbbell),15,2190.0,13.2,19.6
2022-07-01,Hip Abductor (Machine),3,4120.0,70.0,120.8
2022-07-01,Hip Adductor (Machine),3,5415.0,95.0,158.3
2022-07-01,Incline Bench Press (Dumbbell),10,3136.0,31.0,51.6
2022-07-01,Incline Chest Press (Machine),3,1754.0,57.3,82.3
2022-07-01,Incline Curl (Dumbbell),3,508.0,11.3,18.0
2022-07-01,Lat Pulldown (Cable),19,16150.0,75.8,120.0
2022-07-01,Lateral Raise (Cable),6,630.0,8.8,12.3
2022-07-01,Lateral Raise (Dumbbell),16,2358.0,10.6,18.4
2022-07-01,Lying Leg Curl (Machine),3,1650.0,51.7,73.3
2022-07-01,Overhead Press (Dumbbell),8,2054.0,25.3,35.2
2022-07-01,Pull Up,16,1060.0,7.5,19.5
2022-07-01,Pullover (Machine),7,3509.0,29.8,52.0
2022-07-01,Reverse Fly (Machine),3,2535.0,50.0,82.3
2022-07-01,Romanian Deadlift (Barbell),8,6190.0,62.5,102.7
2022-07-01,Seated Leg Press (Machine),5,5265.0,76.5,122.7
2022-07-01,Seated Row (Cable),4,3640.0,75.0,112.0
2022-07-01,Seated Row (Machine),3,2175.0,72.5,96.7
2022-07-01,Shoulder Press (Machine),18,9560.0,45.7,67.5
2022-07-01,Shrug (Dumbbell),18,7852.0,23.0,41.6
2022-07-01,Skullcrusher (Barbell),10,3652.0,29.0,43.7
2022-07-01,Standing Calf Raise (Machine),3,3250.0,65.0,104.0
2022-07-01,T Bar Row,5,2230.0,35.0,63.0
2022-07-01,Triceps Extension,3,360.0,9.6,15.4
2022-07-01,Triceps Extension (Cable),3,1063.0,21.3,34.7
2022-07-01,Triceps Pushdown (Cable - Straight Bar),9,4484.0,29.6,51.0
2022-08-01,Back Extension,3,330.0,6.7,15.7
2022-08-01,Bench Press (Barbell),21,11125.0,64.5,104.8
2022-08-01,Bent Over Row (Barbell),4,3480.0,65.0,102.7
2022-08-01,Bicep Curl (Barbell),15,5635.0,29.8,44.8
2022-08-01,Cable Crossover,12,1994.0,11.7,23.8
2022-08-01,Chest Dip,4,645.0,13.8,27.3
2022-08-01,Chest Fly,3,2525.0,66.7,99.7
2022-08-01,Hammer Curl (Dumbbell),9,1200.0,12.0,16.8
2022-08-01,Hip Abductor (Machine),3,4160.0,65.0,114.8
2022-08-01,Hip Thrust (Barbell),3,1230.0,30.0,57.3
2022-08-01,Incline Bench Press (Dumbbell),5,1468.0,30.8,50.4
2022-08-01,Incline Curl (Dumbbell),3,360.0,10.0,14.3
2022-08-01,Lat Pulldown (Cable),12,9480.0,75.0,114.0
2022-08-01,Lat Pulldown (Single Arm),4,1650.0,36.9,56.7
2022-08-01,Lateral Raise (Cable),3,281.0,6.3,9.6
2022-08-01,Lateral Raise (Dumbbell),9,1350.0,10.0,16.0
2022-08-01,Pullover (Machine),3,1575.0,30.4,50.0
2022-08-01,Reverse Fly (Machine),3,2168.0,42.5,69.4
2022-08-01,Romanian Deadlift (Barbell),4,3420.0,55.0,92.0
2022-08-01,Seated Leg Press (Machine),3,4225.0,65.0,114.8
2022-08-01,Seated Overhead Press (Dumbbell),6,1518.0,25.3,35.5
2022-08-01,Seated Row (Machine),8,7100.0,74.4,114.7
2022-08-01,Shoulder Press (Machine),10,4665.0,47.5,69.0
2022-08-01,Shrug (Dumbbell),12,4780.0,20.0,34.0
2022-08-01,T Bar Row,4,1605.0,31.3,56.0
2022-08-01,Triceps Extension,3,769.0,18.8,28.8
2022-08-01,Triceps Pushdown (Cable - Straight Bar),12,5956.0,31.5,52.1
2022-09-01,Bench Press (Barbell),33,18945.0,62.4,107.7
2022-09-01,Bicep Curl (Barbell),6,2419.0,31.2,46.2
2022-09-01,Cable Crossover,14,2266.0,12.2,21.5
2022-09-01,Chest Dip,4,655.0,13.8,26.7
2022-09-01,Chest Fly,9,7898.0,66.4,103.5
2022-09-01,Hammer Curl (Dumbbell),24,3094.0,11.8,17.6
2022-09-01,Hip Abductor (Machine),6,8190.0,65.0,114.8
2022-09-01,Hip Adductor (Machine),6,9860.0,85.0,141.7
2022-09-01,Hip Thrust (Barbell),3,2400.0,56.7,86.0
2022-09-01,Incline Bench Press (Dumbbell),5,1538.0,31.6,51.6
2022-09-01,Incline Curl (Dumbbell),18,2922.0,12.2,19.6
2022-09-01,Lat Pulldown (Cable),30,23800.0,73.0,120.0
2022-09-01,Lateral Raise (Cable),21,2191.0,7.3,11.8
2022-09-01,Leg Extension (Machine),9,8815.0,62.5,106.2
2022-09-01,Pull Up,4,270.0,7.5,13.3
2022-09-01,Pullover (Machine),9,4514.0,30.9,53.1
2022-09-01,Reverse Fly (Machine),9,6378.0,45.8,76.7
2022-09-01,Romanian Deadlift (Barbell),18,15830.0,65.6,112.0
2022-09-01,Seated Leg Curl (Machine),23,19445.0,52.4,95.3
2022-09-01,Seated Leg Press (Machine),18,20290.0,77.4,136.0
2022-09-01,Seated Overhead Press (Dumbbell),12,3298.0,25.8,39.0
2022-09-01,Seated Row (Machine),29,13770.0,44.6,112.0
2022-09-01,Shoulder Press (Machine),9,5085.0,45.6,66.0
2022-09-01,Shrug (Dumbbell),24,10764.0,23.5,43.2
2022-09-01,Squat (Smith Machine),6,3100.0,56.7,86.0
2022-09-01,Triceps Extension,12,3294.0,20.3,32.6
2022-09-01,Triceps Pushdown (Cable - Straight Bar),9,3868.0,29.9,47.0
2022-10-01,Bench Press (Barbell),23,14820.0,62.4,114.7
2022-10-01,Bicep Curl (Barbell),13,5159.0,31.2,49.1
2022-10-01,Cable Crossover,11,2243.0,13.5,26.0
2022-10-01,Chest Fly,7,7343.0,70.4,112.0
